gutenberg_id,title,subjects,bookshelves,languages,copyright,media_type,download_count,authors,translators,summaries,formats
12750,The Stolen Bacillus and Other Incidents,"Science fiction, English; Short stories, English",Browsing: Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Science Fiction,en,False,Text,1078,"Wells, H. G. (Herbert George) (1866-1946)",,"""The Stolen Bacillus and Other Incidents"" by H. G. Wells is a collection of short stories written in the late 19th century. The stories explore various themes, from science and morality to the absurdity of human nature, often with a satirical edge. The opening tale, ""The Stolen Bacillus,"" introduces the idea of a bacteriologist whose research and the consequences of a dangerous knowledge become central to the narrative.  The beginning of the collection sets the stage in a laboratory where a bacteriologist is demonstrating the deadly cholera germ to an intrigued but ominous visitor. This visitor turns out to be an Anarchist who becomes fascinated by the potential for destruction held within the bacteriologist's possession. The tense interaction leads to a chase when the Anarchist steals a vial containing the germ, planning to release it into the water supply of London. The bacteriologist's frantic pursuit creates a sense of urgency and chaos, allowing for a commentary on the impacts of reckless ambition and unsanctioned use of scientific discovery. This gripping setup captivates readers, raising questions about ethics in science and the fragility of society. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/12750.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/12750/12750-h/12750-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/12750.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/12750.kf8.images; text/plain=https://www.gutenberg.org/ebooks/12750.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/12750.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/12750/pg12750.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/12750/pg12750-h.zip
2305,A Set of Six,Adventure and adventurers -- Fiction; Short stories,Browsing: Fiction; Browsing: Literature,en,False,Text,1073,"Conrad, Joseph (1857-1924)",,"""A Set of Six"" by Joseph Conrad is a collection of six narrative stories penned during the early 20th century. Each story delves into intense human experiences and resonates with themes of conflict, morality, and the complexities of character, often set against a backdrop of war-like societies. The characters within these tales, such as Gaspar Ruiz and General Santierra, navigate the turbulent realities of revolution, betrayal, and the quest for understanding as they act against the backdrop of historical events.  The opening of ""A Set of Six"" introduces the first story, ""Gaspar Ruiz,"" which begins during a revolutionary war in South America. Gaspar Ruiz, a powerful man captured by Royalist troops, faces execution under the misconception that he has deserted his side. As he awaits his fate alongside other condemned prisoners, he struggles not only against the physical bonds of his captivity but also with the moral implications of his situation. A young lieutenant, Santierra, who shows compassion by attempting to intervene, reveals the profound conflicts faced by individuals in wartime. In a moment of pivotal decision, Ruiz displays remarkable physical strength, symbolically illustrating the broader themes of personal honor and the desire for liberation. The intertwining of fate, strength, and moral dilemmas sets the tone for the intricate storytelling that Conrad employs throughout the collection. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/2305.html.images; text/html; charset=us-ascii=https://www.gutenberg.org/files/2305/2305-h/2305-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/2305.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/2305.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/2305.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/2305/2305-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/2305.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/2305/pg2305.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/2305/pg2305-h.zip
6695,Tales of the Jazz Age,Short stories; United States -- Social life and customs -- 20th century -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature,en,False,Text,1072,"Fitzgerald, F. Scott (Francis Scott) (1896-1940)",,"""Tales of the Jazz Age"" by F. Scott Fitzgerald is a collection of short stories written in the early 20th century, specifically during the Jazz Age era of the 1920s. The stories encapsulate the cultural and societal changes of the time, showcasing the extravagant lifestyles and explorations of identity characteristic of the Roaring Twenties. Through various characters and scenarios, Fitzgerald delves into themes of love, ambition, and the pursuit of happiness against the backdrop of a rapidly changing America.  The opening portion of ""Tales of the Jazz Age"" introduces the first story, ""The Jelly-Bean,"" which follows the life of Jim Powell, affectionately known as a ""Jelly-bean,"" a term used in the South to describe a man who idles his life away. At twenty-one, Jim navigates the social landscape of his small Georgian town, where he feels out of place amongst the more affluent youth. Despite his lack of social status and former family prominence, Jim grapples with feelings of inadequacy, particularly as he contemplates attending a party to which he has been invited. Fitzgerald paints a vivid picture of Jim's internal struggles with self-image and unrequited love as he reflects on his relationship with his surroundings and the people within it, setting the stage for a story that examines the complexities of belonging and desire. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/6695.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/6695.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/6695.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/6695.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/6695.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/6695/pg6695.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/files/6695/6695-0.zip
1202,Tales of Unrest,"Adventure stories, English; Short stories",Browsing: Fiction; Browsing: Literature,en,False,Text,1045,"Conrad, Joseph (1857-1924)",,"""Tales of Unrest"" by Joseph Conrad is a collection of short stories written during the late 19th century. The text delves into themes of human experience, exploring the dichotomy of civilization and savagery, as well as the complexities of personal and societal conflicts through the lens of protagonists faced with existential dilemmas. In particular, the opening story, “Karain: A Memory,” introduces us to Karain, a Malay war chief, and the reflections of a narrator who recounts his interactions with him and his devoted followers.  The beginning of the book sets the stage by painting a vivid picture of the Eastern Archipelago, evoking a sense of nostalgia and longing for a time and place steeped in adventure and conflict. We are introduced to Karain, whose commanding presence captivates his people as he navigates the delicate balance between power and vulnerability. The narrative explores the tension between the idyllic yet isolating environment he rules and the unsettling realities of external threats and internal turmoil. As the story unfolds, we learn about Karain’s struggles with the burdens of leadership and the fear of treachery that ultimately shapes his fate. This opening portion effectively establishes a framework for the rich and complex themes that permeate the collection, enticing readers with its atmospheric prose and poignant character insights. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/1202.html.images; text/html; charset=us-ascii=https://www.gutenberg.org/files/1202/1202-h/1202-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/1202.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/1202.kf8.images; text/plain=https://www.gutenberg.org/ebooks/1202.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/1202.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/1202/pg1202.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/1202/pg1202-h.zip
20039,Ghost Stories of an Antiquary,"Ghost stories, English; Horror tales, English; Short stories, English",Browsing: Fiction; Browsing: Literature,en,False,Sound,1036,"James, M. R. (Montague Rhodes) (1862-1936)",,,text/plain=https://www.gutenberg.org/files/20039/20039-readme.txt; text/html=https://www.gutenberg.org/files/20039/20039-index.html; audio/ogg=https://www.gutenberg.org/files/20039/ogg/20039-01.ogg; audio/mp4=https://www.gutenberg.org/files/20039/m4b/20039-01.m4a; audio/mpeg=https://www.gutenberg.org/files/20039/mp3/20039-01.mp3; application/rdf+xml=https://www.gutenberg.org/ebooks/20039.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/20039/pg20039.cover.medium.jpg
23661,The Book of Dragons,"Children's stories, English; Dragons -- Fiction; Dragons -- Juvenile fiction; Short stories",Browsing: Children & Young Adult Reading; Browsing: Fiction; Children's Literature,en,False,Text,1022,"Nesbit, E. (Edith) (1858-1924)",,"""The Book of Dragons"" by E. Nesbit is a collection of whimsical children's stories written in the late 19th century. The tales often feature young boys and girls who encounter various dragons, exploring themes of adventure, magic, and imagination. The opening story introduces us to Lionel, a young boy unexpectedly called to become a king, as he deals with a dragon that he accidentally frees from a magical book.  The beginning of the book sets a fanciful tone as it follows Lionel's rapid ascent to royalty. Initially engaged in his innocent play, he soon finds himself in a royal carriage on his way to be crowned king. However, amidst the festivities, Lionel unwittingly releases a red dragon from the book of beasts in the royal library, creating chaos that the kingdom must now address. As he grapples with his new responsibilities and the consequences of his actions, the narrative showcases his determination to protect his subjects and find a solution to the dragon problem. This delightful blend of adventure and fantasy creates an engaging backdrop that invites readers to join Lionel in his journey. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/23661.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/23661/23661-h/23661-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/23661.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/23661.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/23661.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/23661.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/23661/pg23661.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/23661/pg23661-h.zip
56665,Tales and Stories: Now First Collected,"English fiction -- 19th century; Short stories, English",Browsing: Fiction; Browsing: Literature,en,False,Text,1019,"Shelley, Mary Wollstonecraft (1797-1851)",,"""Tales and Stories"" by Mary Wollstonecraft Shelley is a collection of short stories written in the late 19th century. The volume brings together her lesser-known narratives, showcasing her distinctive voice and imaginative style. While many readers may be familiar with her iconic novel ""Frankenstein,"" this collection aims to reveal Shelley's versatility as a storyteller, exploring themes of love, loss, and the human experience through various characters and settings.  At the start of the collection, the introduction delves into Mary Shelley's literary reputation, suggesting it is often overshadowed by her husband Percy Bysshe Shelley’s fame. It highlights her creative journey and the blend of personal experiences within her writing. Following this, the opening story, ""The Sisters of Albano,"" unfolds a poignant narrative about two sisters, Maria and Anina, who are deeply affected by societal expectations and family tragedy. Their tale, shaped by love and sacrifice amidst the backdrop of romantic Italy, introduces readers to the emotional depth and dramatic circumstances that will permeate the subsequent stories in the collection. (This is an automatically generated summary.)",application/rdf+xml=https://www.gutenberg.org/ebooks/56665.rdf; text/html=https://www.gutenberg.org/ebooks/56665.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/56665.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/56665.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/56665.txt.utf-8; image/jpeg=https://www.gutenberg.org/cache/epub/56665/pg56665.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/files/56665/56665-0.zip
36238,"The Mantle, and Other Stories","Gogol, Nikolai Vasilevich, 1809-1852 -- Translations into English; Russia -- Social life and customs -- Fiction; Short stories, Russian -- Translations into English",Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature,en,False,Text,1013,"Gogol, Nikolai Vasilevich (1809-1852)","Field, Claud (1863-1941)","""The Mantle and Other Stories"" by Nikolai Vasilevich Gogol is a collection of short stories written in the early 19th century. The stories often revolve around the absurdities of life in Russian society, employing satire and humor to critique characters and their follies. One of the central characters is Akaki Akakievitch, a titular councillor whose life takes a turn following the loss of his beloved cloak, which becomes a symbol of his social position and identity.  The opening of ""The Mantle"" introduces Akaki Akakievitch, a meek and unnoticed government clerk in St. Petersburg, who is humorously depicted as utterly devoted to his mundane work of copying documents. Gogol paints a vivid picture of Akaki's drab life, marked by ill-fitting clothes and constant ridicule from his colleagues. As Akaki discovers the dilapidated state of his old coat and resolves to get a new one, the narrative sets the stage for his transformation, exploring themes of social alienation and the human condition in a satirical light. The segment hints at the interplay of societal expectations and personal aspirations, foreshadowing the struggles Akaki will endure in pursuit of dignity through something as simple yet profound as a cloak. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/36238.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/36238/36238-h/36238-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/36238.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/36238.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/36238.txt.utf-8; text/plain; charset=iso-8859-1=https://www.gutenberg.org/files/36238/36238-8.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/36238.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/36238/pg36238.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/36238/pg36238-h.zip
69683,Men without women,"Adams, Nick (Fictitious character) -- Fiction; American fiction -- 20th century; Short stories, American",Browsing: Fiction; Browsing: Literature,en,False,Text,1005,"Hemingway, Ernest (1899-1961)",,"""Men Without Women"" by Ernest Hemingway is a collection of short stories written in the late 1920s. The stories predominantly explore themes of masculinity, loneliness, and the complexities of relationships, often set against the backdrop of bullfighting, war, and personal struggles. Notable characters include Manuel Garcia, a dedicated yet weary bullfighter, as well as a range of other male figures who navigate their emotions and circumstances in a changing world.  The opening of this collection introduces the character Manuel Garcia, who arrives at the office of Don Miguel Retana, a manager in the bullfighting world. Manuel, having recently recovered from an injury and feeling the weight of an uncertain future, is eager to return to the ring despite the risks involved. Conversations between Manuel and Retana reveal the harsh realities of a declining bullfighting career, where past glory is overshadowed by the present challenges. As they discuss opportunities for upcoming bouts, there is a palpable tension surrounding Manuel's determination to fight, showcasing Hemingway's signature themes of bravery and existential despair intertwined with a somber reflection on the nature of men facing their vulnerabilities. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/69683.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/69683.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/69683.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/69683.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/69683.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/69683/pg69683.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/69683/pg69683-h.zip
1477,"The Toys of Peace, and Other Papers",Short stories,Browsing: Fiction; Browsing: Literature; Contemporary Reviews,en,False,Text,998,Saki (1870-1916),,"""The Toys of Peace, and Other Papers"" by Saki is a collection of short stories written in the early 20th century, showcasing the author’s characteristic wit and satirical commentary on society. The collection opens with a focus on the influence of toys and upbringing on children, highlighting a particular character, Harvey Bope, who attempts to replace traditional war-themed toys with ""peace toys"" intended to educate and promote civil engagement among his nephews.  At the start of the narrative, Harvey Bope engages in a conversation with his sister Eleanor about the detrimental impact of violent toys on children’s behavior. They discuss an initiative by the National Peace Council which encourages parents to buy peaceful alternatives. When Harvey arrives to bring gifts for his nephews, the children's anticipation is comically met with underwhelming, mundane toys like models of municipal buildings and figures of historical civilians, which fail to capture their interest. Instead of adopting the peaceful play suggested by Harvey, the boys creatively reinterpret their new toys, transforming them into participants in chaotic historical reenactments, ultimately demonstrating that deep-rooted instincts for conflict can hardly be quelled by the absence of guns and battles. This opening sets up Saki's exploration of societal values, childhood innocence, and the often humorous disconnect between intention and outcome. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/1477.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/1477.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/1477.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/1477.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/1477/1477-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/1477.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/1477/pg1477.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/1477/pg1477-h.zip
43628,"Strange Stories from a Chinese Studio, Vol. 2 (of 2)","China -- Social life and customs -- Fiction; Short stories, Chinese -- Translations into English",Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature,en,False,Text,997,"Pu, Songling (1640-1715)","Giles, Herbert Allen (1845-1935)","""Strange Stories from a Chinese Studio, Vol. 2 (of 2)"" by Songling Pu is a collection of fictional tales written in the late 19th century. The stories delve into themes of morality, love, and the supernatural through various vignettes featuring fantastical elements and richly drawn characters. Each tale seems to provide a reflection on human nature and the complexities of life in ancient China.  The opening portion introduces us to the tale of Ma Chün (also known as Lung-mei), a remarkably beautiful young trader's son, whose adventures begin when he embarks on a sea voyage only to be caught in a typhoon. He washes ashore to a bizarre land inhabited by physically ugly people who initially fear him, believing he is a devil due to his beauty. As Ma navigates this strange land, he learns of its customs and social hierarchy based on physical appearance rather than merit, ultimately leading to his rise in societal status, musical accomplishments, a royal marriage, and poignant reflections on love and duty. This narrative sets the stage for a fantasy filled with rich allegories and explorations of personal identity, illustrating sharp contrasts between beauty and societal expectations. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/43628.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/43628/43628-h/43628-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/43628.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/43628.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/43628.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/43628/43628-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/43628.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/43628/pg43628.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/43628/pg43628-h.zip
1197,"Taras Bulba, and Other Tales",Russia -- Fiction; Short stories,Browsing: Fiction; Browsing: Literature,en,False,Text,972,"Gogol, Nikolai Vasilevich (1809-1852)",,"""Taras Bulba and Other Tales"" by Nikolai Vasilevich Gogol is a collection of stories written in the early 19th century. The titular tale, ""Taras Bulba,"" centers on the life and exploits of Taras, a fierce Cossack leader, and his two sons who have returned from their education. This narrative is set against the backdrop of the turbulent Ukrainian landscape during a time of conflict and showcases themes of bravery, loyalty, and cultural pride amid the conflicts between different factions in Eastern Europe.  At the start of the tale, Taras Bulba greets his sons, Ostap and Andrii, in a boisterous and confrontational manner that reflects both his warrior spirit and paternal affection. Their reunion quickly turns into a humorous yet rough initiation as Taras playfully pummels them in a test of strength. He expresses disdain for their academic pursuits and instead chides them to embrace their heritage as Cossacks. The family's dynamics, particularly the struggle between Taras' rugged, martial values and his wife’s tender maternal concerns, hint at the struggles of adhering to traditional masculine norms in a changing world, setting the stage for exploration of deeper themes as the story unfolds. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/1197.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/1197/1197-h/1197-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/1197.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/1197.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/1197.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/1197/1197-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/1197.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/1197/pg1197.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/1197/pg1197-h.zip
32488,Just so stories,"Animals -- Fiction; Children's stories, English; Short stories",Browsing: Children & Young Adult Reading; Browsing: Fiction,en,False,Text,963,"Kipling, Rudyard (1865-1936)",,"""Just So Stories"" by Rudyard Kipling is a collection of children's stories written in the late 19th century. The book is known for its imaginative tales that explain the origins of various animals and their unique traits, often incorporating whimsical language and playful storytelling. The characters include a variety of animals such as a whale, a camel, and an elephant, each featured in their own charming anecdotes that convey moral lessons or folkloric explanations.  At the start of ""Just So Stories,"" the reader is introduced to the entertaining tale of how the whale got his throat. The story features a hungry whale who, after consuming nearly all the fish in the sea, is intrigued by the idea of eating a human. The whale encounters a clever mariner who has been shipwrecked and ultimately swallows him, leading to a series of humorous events that result in the whale developing a throat grating that confines him to eating only small fish. This opening sets the tone for the rest of the collection, blending creativity, humor, and a sense of wonder that appeals to both children and adults alike. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/32488.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/32488/32488-h/32488-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/32488.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/32488.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/32488.txt.utf-8; text/plain; charset=iso-8859-1=https://www.gutenberg.org/files/32488/32488-8.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/32488.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/32488/pg32488.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/32488/pg32488-h.zip
74548,"Great short stories, Volume 1 (of 3) : $b Detective stories",Detective and mystery stories; Fiction; Short stories,Browsing: Crime/Mystery; Browsing: Fiction,en,False,Text,961,,,"""Great Short Stories, Volume 1 (of 3): Detective Stories"" edited by William Patten is a collection of detective short stories written in the early 20th century. This anthology features some of the most notable works in the detective genre, including tales from authors such as Edgar Allan Poe and Arthur Conan Doyle. The collection presents thrilling mysteries that engage the reader's deduction skills, often centered around iconic characters like C. Auguste Dupin and Sherlock Holmes, who confront complex cases filled with intrigue and suspense.  The opening of the volume provides a foreword about the historical significance of Edgar Allan Poe's contributions to the genre, specifically highlighting ""The Murders in the Rue Morgue,"" which serves as an introduction to the analytical prowess of Dupin. The story presents a gruesome double murder in Paris, with a chaotic scene that baffles witnesses and the police alike. As Dupin becomes embroiled in the investigation, the narrative sets the stage for a demonstration of his extraordinary analytical abilities, contrasting the limitations of standard investigative methods with his insightful reasoning. This combination of rich storytelling and intricate plotting promises to thrill fans of detective fiction. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/74548.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/74548.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/74548.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/74548.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/74548.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/74548/pg74548.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/74548/pg74548-h.zip
68291,"Studying the short-story: Sixteen short-story classics with introductions, notes and a new laboratory study method for individual reading and use in colleges and schools.",Short stories; Short story,Browsing: Literature; Browsing: Teaching & Education,en,False,Text,960,,,"""Studying the Short-Story"" by J. Berg Esenwein is an educational guide focused on analyzing and appreciating short stories, likely written in the early 20th century. The book comprises sixteen classic short stories, accompanied by introductions, notes, and a laboratory study method tailored for individual reading or classroom use. It aims to foster a deeper understanding of the short story as a literary form, discussing various types and what makes them impactful.  The opening portion of the work introduces the concept of studying short stories by outlining the structure and purpose of the book. Esenwein highlights the progression of the short story form over centuries, mentioning the historical context and evolution from ancient tales to the modern short story. He emphasizes the importance of engaging with select stories and provides tools for analysis, including critical questions for reflection. The narrative sets up a framework for exploring different genres within the short story, aiming to cultivate a comprehensive literary skill set among both students and amateur writers. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/68291.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/68291.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/68291.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/68291.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/68291.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/68291/pg68291.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/68291/pg68291-h.zip
31754,Devil Stories: An Anthology,Devil -- Fiction; Devil in literature; Short stories,Browsing: Fiction; Browsing: Literature,en,False,Text,941,,,"""Devil Stories: An Anthology"" by Maximilian J. Rudwin is a collection of tales centered around the figure of the Devil, likely written in the early 20th century. This anthology brings together a variety of stories that explore different interpretations and representations of the Devil in literature, showcasing both the humorous and horrifying aspects of his character. Each tale delves into the relationship between humanity and evil, reflecting on moral dilemmas and the consequences of one's choices.  The opening of the anthology presents a comprehensive introduction that sets the stage for understanding the significance of the Devil in literature. It discusses the enduring fascination with the figure of Satan throughout history, highlighting how the archetype has evolved from a medieval antagonist to a multifaceted character in modern narratives. The included stories draw from diverse cultural backgrounds and time periods, demonstrating the universal theme of temptation and moral conflict inherent in dealings with the Devil. Additionally, the specific selections such as ""The Devil in a Nunnery"" and ""The Devil and Tom Walker"" promise a mix of adventure, satire, and moral lessons, giving readers a taste of the rich tapestry of devilish tales that follow. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/31754.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/31754/31754-h/31754-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/31754.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/31754.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/31754.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/31754/31754-0.txt; text/plain; charset=iso-8859-1=https://www.gutenberg.org/files/31754/31754-8.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/31754.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/31754/pg31754.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/31754/pg31754-h.zip
65974,"Carry On, Jeeves","British -- New York (State) -- New York -- Fiction; England -- Fiction; Humorous stories; Jeeves (Fictitious character) -- Fiction; Short stories; Single men -- Fiction; Valets -- Fiction; Wooster, Bertie (Fictitious character) -- Fiction",Browsing: Fiction; Browsing: Humour; Browsing: Literature,en,False,Text,936,"Wodehouse, P. G. (Pelham Grenville) (1881-1975)",,"""Carry On, Jeeves"" by P.G. Wodehouse is a comic novel written in the early 20th century. The book introduces the charmingly inept Bertie Wooster, who is deeply dependent on his remarkably competent valet, Jeeves. Their adventures through the upper crust of British society reflect themes of class, wit, and the absurdities of love and friendship, setting the stage for delightful misunderstandings and humorous escapades.  The opening of the book establishes the dynamic between Bertie and Jeeves as Bertie reflects on his life and acknowledges his reliance on Jeeves's genius. The story kicks off when Bertie returns home after a disrupted visit, only to realize that he has an urgent telegram from his fiancée, Florence Craye, summoning him back to Easeby. As Bertie prepares for the journey, he finds himself grappling with the realities of his engagement and an unexpected plot twist involving a potentially scandalous manuscript written by his uncle. The humor is evident through Bertie's observations and thoughts, particularly regarding his engagement with the authoritative yet unpredictable Jeeves navigating the ensuing chaos. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/65974.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/65974/65974-h/65974-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/65974.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/65974.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/65974.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/65974/65974-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/65974.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/65974/pg65974.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/65974/pg65974-h.zip
