docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category
mdp.39015005544195,"Clouston, W. A (William Alexander)","Clouston, W. A. (William Alexander)",1843-1896.,1888.0,1888.0,s,1888,    ,London;E. Stock;1888.,1888,,,Fools and jesters,,,31180481.0,enk,1881256,2,4.0,4.0,,,"The book of noodles; | stories of simpletons; or, Fools and their follies. | $c: By W. A. Clouston ...",,True,"The book of noodles; stories of simpletons; or, Fools and their follies",0.5358100453097653,0.4687997832365221,William,m,10.655737704918034,50.90607363611933,29.076612903225808,69.4659046566077,267.77016129032256,4671.080238683664,17.2,['unknown'],['unknown']
uc2.ark+=13960=t4zg6mm7k,"Linton, E. Lynn","Linton, E. Lynn (Elizabeth Lynn)",1822-1898.,1880.0,1880.0,s,1880,    ,London;Chatto & Windus;1880.,1880,,,,,,13299863.0,enk,7690181,1,1.0,1.0,v.1,1.0,With a silken thread and other stories,,True,With a silken thread and other stories,0.2490661640030362,0.0759414645726094,Elizabeth,f,11.840989399293289,27.99238347338586,30.17770034843205,45.70012990324029,267.602787456446,4240.455462613362,1.5,['fiction'],['unknown']
uiuo.ark+=13960=t41r79s6c,"Liardet, Frederick","Liardet, Frederick",,1844.0,1844.0,s,1844,    ,London;Chapman and Hall;1844.,1844,,,Legal stories,,,17342636.0,enk,8723665,1,1.0,1.0,v.2,2.0,Tales by a barrister,The purchase. The trustee,True,The purchase. The trustee,0.0775196025247585,0.0214127127920789,Frederick,m,8.014204545454545,10.582184594524795,28.183098591549296,26.290418567744496,226.27605633802816,2251.4505534616146,1.3,['fiction'],['unknown']
mdp.39015065597067,"Trollope, Anthony","Trollope, Anthony",1815-1882.,1889.0,1882.0,m,1889,1894,London;Chapman and Hall;1891-,1891,Vols. 1-2 The warden and Barchester towers.-v. 3. Doctor Thorne.-v. 4 Framley parsonage.-v. 5-6. The small house at Allington.-v. 7-8. The last chronicle of Barset.,,"Gentry|Fathers and daughters|Church of England|Barsetshire (England : Imaginary place)|Man-woman relationships|19th century|1815-1882|Clergy|England|Religion|History|Trollope, Anthony|Social life and customs",,PR5684.C57 1889,12867826.0,enk,5273270,1,21.33333333333333,12.333333333333336,v.3 1893,3.0,The chronicles of Barsetshire / | $c: by Anthony Trollope.,Doctor Thorne,True,Doctor Thorne,0.0854573540471192,0.0538578739945918,Anthony,m,27.997752808988764,60.64493877035729,44.42984409799555,41.113675031373845,587.3563474387528,10226.683706926058,2.0,['fiction'],['english literature']
uiuo.ark+=13960=t2w38cp5d,"Opie, Amelia Alderson","Opie, Amelia Alderson",1769-1853.,1806.0,1806.0,s,1806,    ,"London;Printed for Longman, Hurst, Rees, and Orme;1806.",1806,,,,,,3578734.0,enk,324304,2,2.0,2.0,v.4,4.0,Simple tales,The uncle and nephew.  Murder will out.  The orphan,True,The uncle and nephew.  Murder will out.  The orphan,0.1605043913464896,0.0147452995050469,Amelia,f,5.880281690140845,6.19693513191827,26.04810996563574,18.99424900508969,182.07903780068727,1202.4920348130042,1.0,['unknown'],['unknown']
mdp.39015063550589,"Edgeworth, Maria","Edgeworth, Maria",1767-1849.,1886.0,1849.0,s,1886,    ,London;George Routledge;1886.,1886,,,,,,64795902.0,enk,124014,1,2.0,2.0,,,"Stories of Ireland: | Castle Rackrent, The absentee, with an introd. by Henry Morley.",,False,"Stories of Ireland: Castle Rackrent, The absentee, with an introd. by Henry Morley",0.0774510485118609,0.0552603540712272,Maria,f,22.317857142857143,56.71682397959183,46.30035335689046,31.538763126022296,575.1236749116608,7239.338061406685,2.2,['fiction'],['unknown']
inu.39000005797753,"Curtin, Jeremiah","Curtin, Jeremiah",1835-1906.,1895.0,1895.0,s,1895,    ,London;D. Nutt;1895.,1895,,,(OCoLC)fst00942396|(OCoLC)fst00930306|Fairies|Ghosts|Ireland|Tales|(OCoLC)fst01205427|Folklore|Munster|Fairy tales|Ghost stories|(OCoLC)fst00919916,Ireland,,4788381.0,enk,6935440,1,2.0,2.0,,,"Tales of the fairies and of the ghost world, | collected from the oral tradition in South-west Munster.",,True,"Tales of the fairies and of the ghost world, collected from the oral tradition in South-west Munster",0.7805122605915568,0.0087011863802746,Jeremiah,m,29.52884615384616,67.59532174556213,56.37272727272728,197.92471074380168,562.0818181818182,23504.12966942149,2.3,['unknown'],['unknown']
uiuo.ark+=13960=t5v69r81k,"Chorley, Henry Fothergill","Chorley, Henry Fothergill",1808-1872.,1834.0,1834.0,s,1834,    ,London;R. Bentley;1834.,1834,,,English fiction,,,21096122.0,enk,8723282,1,2.0,2.0,v.1,1.0,Sketches of a sea port town,,True,Sketches of a sea port town,0.1452268479509344,0.0183408100865912,Henry,m,8.340116279069768,15.887227893455924,27.77011494252873,18.556348262650285,216.8534482758621,1877.8089823622668,1.7,['fiction'],['unknown']
uc2.ark+=13960=t1fj2c31r,"Moss, C","Moss, C",,1843.0,1843.0, ,1843,    ,London;Miller & Field;1843.,1843,,,,,,27017835.0,enk,7690960,1,1.0,1.0,v.1,1.0,Tales of Jewish history,,True,Tales of Jewish history,0.1065477893216223,0.0509375951797468,C,unknown,8.49,8.3699,28.099009900990097,40.34003202300429,223.64686468646863,3419.192127133505,2.4,['unknown'],['unknown']
uc2.ark+=13960=t09w0ct58,"Wratislaw, Albert Henry","Wratislaw, Albert Henry",1822-1892.,1889.0,1889.0,s,1889,    ,London;E. Stock;1889.,1889,,Folklore,"(OCoLC)fst01120771|Translations from Slavic|England|Europe, Eastern|Tales|Folklore|Tales, Slavic|Slavic countries|(OCoLC)fst01245079|Translations into English|(OCoLC)fst01142246|Slavs",,,2173499.0,enk,6522961,2,6.0,3.0,,,Sixty folk-tales from exclusively Slavonic sources,,True,Sixty folk-tales from exclusively Slavonic sources,0.4622678533003548,0.4241859581468471,Albert,m,19.747663551401867,45.1855475005095,36.37888198757764,28.56452297365071,406.7888198757764,6554.719378110412,2.2,['unknown'],['unknown']
nyp.33433075753404,"Street, G. S. (George Slythe)","Street, G. S. (George Slythe)",1867-1936.,1895.0,1895.0,s,1895,    ,London;W. Heinemann;1895.,1895,,,,,,8572376.0,enk,162253,3,4.0,4.0,,,"Episodes, | $c: by G.S. Street.",,True,Episodes,0.4454717730000087,0.0038976023535835,George,m,14.043859649122806,153.62088334872269,23.826839826839823,282.99166057607613,207.3506493506493,7957.379209535055,2.8,['unknown'],['unknown']
uc2.ark+=13960=t4vh5g65m,"Edgeworth, Maria","Edgeworth, Maria",1767-1849.,1832.0,1832.0,m,1832,1833,"London;Printed for Baldwin and Cradock, J. Murray [etc.;Liverpool;G. and J. Robinson;1832-33.",1832-1833,,,,,,11831341.0,enk,6057868,1,3.0,3.0,v.06,6.0,Tales and novels,Ennui. The dun,True,Ennui. The dun,0.1067842702414441,0.1406283810445625,Maria,f,11.525073746312684,16.426362457688324,34.78654970760234,23.33163195513149,312.13157894736844,2645.248768851954,1.7,['unknown'],['unknown']
nyp.33433074902606,"MacWalter, J. G","MacWalter, J. G",,1854.0,1854.0,s,1854,    ,London;John Farquhar Shaw;1854.,1854,"Betty Brien's fortune.--The Terry Alt.--A memoir of Mortimer Mack-Harty, Esq.",,,,,5282849.0,enk,8666734,1,1.0,1.0,,,Tales of Ireland and the Irish.,,True,Tales of Ireland and the Irish,0.1542639968998221,0.1338525133569829,J,unknown,11.931174089068826,74.20174072677801,24.67063492063492,32.26056626354246,234.1706349206349,4523.490724993701,2.2,['unknown'],['unknown']
wu.89097490890,"Gould, Frederick James","Gould, Frederick James",1855-1938.,1906.0,1906.0,s,1906,    ,London;S. Sonnenschein & Co.;1906.,1906,,,Storytelling|Children's literature|Moral education,,,2325718.0,enk,6907968,1,1.0,1.0,,,"Life and manners. | A volume of stories suitable for the moral instruction of children, | $c: by F.J. Gould. Issued for the moral instruction league.",,True,Life and manners. A volume of stories suitable for the moral instruction of children,0.507887006960291,0.9983564322435337,Frederick,m,17.24137931034483,41.57391993658344,28.13714285714286,51.42119183673469,268.5114285714285,6004.821297959184,2.9,['unknown'],['unknown']
mdp.39015011236208,A. L. O. E,A. L. O. E,1821-1893.,1876.0,1876.0,s,1876,    ,London;T. Nelson;1876,1876,,,,,,10089065.0,enk,1775662,1,1.0,1.0,,,"A wreath of Indian stories, | $c: by A.L.O.E.",,True,A wreath of Indian stories,0.1201621780476395,0.5380638285946571,A,unknown,12.639423076923077,10.797868897928996,26.223809523809525,19.02133786848072,266.7047619047619,2749.8461678004537,2.6,['unknown'],['unknown']
njp.32101068598083,"Fielding, Henry","Fielding, Henry",1707-1754. ,1898.0,1754.0,m,1898,1899,Westminster;A. Constable and co.;1898-99.,1898-1899,"v.1-2. The adventures of Joseph Andrews and his friend Mr. Abraham Adams.-v.3-6. The history of Tom Jones, a foundling.-v.7-9. Amelia.-v.10. The life of Mr. Jonathan wild, the great.-v.11-12. Miscellanies.",,,,,2634846.0,enk,8883793,1,2.0,2.0,v.11,11.0,The works of Henry Fielding with an introduction \ | $c: by Edmund Gosse ...,Miscellanies,False,Miscellanies,0.5362568757558401,0.1741579212071398,Henry,m,9.488833746898264,34.324317002136574,29.73955773955774,28.68401258081848,265.2039312039312,3239.135316240968,1.8,['unknown'],['unknown']
mdp.39015033170104,"Gaskell, Elizabeth Cleghorn","Gaskell, Elizabeth Cleghorn",1810-1865.,1902.0,1865.0,s,1902,    ,"London;Smith, Elder, & co.;1902.",1902,A new ed.|Mary Barton.--Cousin Phillis.--My French master.--The old nurse's story.--Bessy's troubles at home.--Christmas storms and sunshine.,,,,,20081843.0,enk,1419887,1,4.0,3.0,,,"Mary Barton and other tales, | $c: by Mrs. Gaskell.",,False,Mary Barton and other tales,0.1496397958029293,0.0525961116172199,Elizabeth,f,27.066810344827587,105.40717430885852,48.18763326226013,71.58952723437336,606.7569296375267,11627.74475475198,2.7,['unknown'],['unknown']
mdp.39015060438713,"Higginson, Thomas Wentworth","Higginson, Thomas Wentworth",1823-1911.,1898.0,1898.0,s,1898,    ,London;Macmillan company;New York;The Macmillan company;1898.,1898,,,Geographical myths|Legends,,,1443670.0,enk,116216,1,4.0,4.0,,,"Tales of the enchanted islands of the Atlantic, | $c: by Thomas Wentworth Higginson, with illustrations by Albert Herter.",,True,Tales of the enchanted islands of the Atlantic,0.0,0.0,Thomas,m,7.815884476534296,10.72061410939801,22.36805555555556,44.30897955246913,210.25694444444449,5051.760368441358,0.4,['unknown'],['unknown']
uiuo.ark+=13960=t96692w8z,"Opie, Amelia Alderson","Opie, Amelia Alderson",1769-1853.,1806.0,1806.0,s,1806,    ,"London;Printed for Longman, Hurst, Rees, and Orme;1806.",1806,,,,,,3578734.0,enk,324304,2,2.0,2.0,v.3,3.0,Simple tales,The soldier's return.  The brother and sister.  The revenge,True,The soldier's return.  The brother and sister.  The revenge,0.0,0.0,Amelia,f,6.617283950617284,8.112787684804145,26.83128834355828,16.164787910723025,188.1871165644172,822.7778708269035,1.8,['unknown'],['unknown']
inu.30000108973110,"Leney, I. H","Leney, I. H",,1890.0,1890.0,s,1890,    ,London;E. Stock;1890.,1890,,,,,,649746.0,enk,6945912,2,2.0,2.0,,,"Shadowland in Ellan Vannin; | or, Folk tales of the Isle of Man.",,True,"Shadowland in Ellan Vannin; or, Folk tales of the Isle of Man",0.155485102452233,0.0194231110761711,I,unknown,11.393103448275864,24.928228299643283,26.07843137254902,47.01345636293733,274.7712418300654,7476.30714682387,2.1,['unknown'],['unknown']
njp.32101067629947,"Mrs. Bray, (Anna Eliza)","Bray, (Anna Eliza), Mrs",1790-1883.,1826.0,1826.0,s,1826,    ,"London;Longman, Reese, Orme, Brown and Green;1826.",1826,,,,,PR4161.B57D4 1826,13313566.0,enk,8719236,2,2.0,2.0,v.2,2.0,"De Foix; or, Sketches of the manners and customs of the fourteenth century. | An historical romance.",,True,"De Foix; or, Sketches of the manners and customs of the fourteenth century. An historical romance",0.0,0.0,Anna,f,6.858131487889273,7.547347373714395,23.273972602739725,13.90439106774254,216.1917808219178,1711.0591105273036,2.8,['unknown'],['english literature']
uc2.ark+=13960=t6930px2m,"Harte, Bret","Harte, Bret",1836-1902.,1878.0,1878.0,s,1878,    ,"London;Ward, Lock and Co.;1878",1878,,,,,,,enk,4714693,1,1.0,1.0,,,"The hoodlum band, and other stories",,True,"The hoodlum band, and other stories",0.2296083337828111,0.0389124673347309,Bret,m,20.49473684210526,293.5868144044321,44.67875647668394,659.8553518215255,384.1139896373057,8862.702032269322,3.3,['fiction'],['unknown']
mdp.39015021269652,"Sir, Scott, Walter","Scott, Walter, Sir",1771-1832.,1907.0,1832.0,s,1907,    ,London;J.M. Dent & co.;New York;E.P. Dutton & co.;1907,1907,The betrothed. -- Chrystal Croftangry. -- Highland widow. -- Two drovers. -- My Aunt Margaret's mirror. -- The tapestried chamber. -- Death of the Laird's Jock.,,"Third, 1189-1192|Crusades",,,7932323.0,enk,122710,1,1.0,1.0,,,"The betrothed, The highland widow, and other tales, | $c: by Sir Walter Scott, bart.",,False,"The betrothed, The highland widow, and other tales",0.1404647254391645,0.0157931544850187,Walter,m,15.125423728813558,44.584268888250506,42.122895622895626,47.865368046344486,488.3299663299664,7326.227822557789,16.1,['urn:uuid:794e5721-925d-4cc8-bc6e-6f33564c42b7'],['english literature']
mdp.39015030741618,"Patmore, P. G. (Peter George)","Patmore, P. G. (Peter George)",1786-1855.,1854.0,1854.0,s,1854,    ,London;Saunders and Otley;1854.,1854,v. 1. Charles Lamb. Thomas Campbell. The Countess of Blessington. R. Plumer Ward. - v. 2. R. Plumer Ward (cont.) Horace and James Smith. William Hazlitt. - v. 3. William Hazlitt (cont.) Laman Blanchard. Richard Brinsley Sheridan and Thomas Sheridan.,,"Authors, English",,PR452.P3,1179029.0,enk,160912,1,1.0,1.0,v.1,1.0,"My friends and acquaintance: | being memorials, mind-portraits, and personal recollections of deceased celebrities of the nineteenth century: with selections from their unpublished letters. | $c: By P. G. Patmore.",Charles Lamb. Thomas Campbell. The Countess of Blessington. R. Plumer Ward,True,Charles Lamb. Thomas Campbell. The Countess of Blessington. R. Plumer Ward,0.7013748790484607,0.0020097681753214,Peter,m,6.052631578947368,10.964335180055402,23.937694704049843,38.35748876660747,200.8816199376947,3704.2788210518142,0.9,['unknown'],['english literature']
mdp.39015031968277,"Sullivan, James Frank","Sullivan, James Frank",1853-1936.,1878.0,1878.0,r,1878,    ,"London;""Fun"" office;1878.",1878,,,Caricatures and cartoons|England,,,11847294.0,enk,1983200,1,1.0,1.0,,,"The British working man by one who does not believe in him, and other sketches, | $c: by J.F. Sullivan. Engraved by Dalziel brothers.",,True,"The British working man by one who does not believe in him, and other sketches",0.5874048598765665,0.0660476956972568,James,m,8.880184331797235,13.773662638832846,13.56768558951965,72.14934879197575,126.528384279476,4911.05268778246,0.9,['fiction'],['unknown']
nyp.33433075762405,"Ellis, A. B. (Alfred Burdon)","Ellis, A. B. (Alfred Burdon)",1852-1894.,1887.0,1887.0,s,1887,    ,"London;Chapman and Hall, Limited;1887.",1887,,,Description and travel,South Africa,,18282488.0,enk,8664945,1,1.0,1.0,,,South African sketches / | $c: by A.B. Ellis.,,True,South African sketches,0.5219765681602709,0.0171798343457821,Alfred,m,9.125,15.276041666666666,25.341911764705884,32.33530222750864,218.99632352941177,3228.8860158953285,0.5,['unknown'],['unknown']
mdp.39076002242191,"Sir, Dasent, George Webbe","Dasent, George Webbe, Sir",1817-1896.,1900.0,1896.0,m,1900,1995,London|New York|Thomas Nelson and Sons|19--?,"<estimate=""[19--?]"">",,,Folklore|Norway|Juvenile literature|Fairy tales,,,32334570.0,enk,9926509,1,2.0,2.0,,,Tales from the Norse / | $c: by Sir George Dasent ; illustrated by Helen Monro.,,True,Tales from the Norse,0.2143058060680471,0.9541552050150744,George,m,11.930232558139537,38.556594298076185,30.045454545454547,61.04988193624557,323.72727272727275,11418.419126328215,2.5,['unknown'],['unknown']
uva.x030751005,"Russell, William Clark","Russell, William Clark",1844-1911.,1889.0,1889.0,s,1889,    ,London;Chatto and Windus;1889.,1889,,,Sailors,,PZ3.R919Rr,35998955.0,enk,9775954,1,2.0,2.0,,,"The romance of Jenny Harlowe, and sketches of maritime life,",,True,"The romance of Jenny Harlowe, and sketches of maritime life",0.3528078305283025,0.0070644091110686,William,m,20.2004662004662,878.435337777995,38.82598607888631,590.426795721384,384.3596287703016,19506.36486668353,3.1,['unknown'],['fiction and juvenile belles lettres']
uc2.ark+=13960=t1sf2p57b,"Balzac, Honor?? de","Balzac, Honoré de",,1899.0,1899.0, ,1899,    ,London;Printed for subscribers only;1899.,1899,,,,,,82723473.0,enk,7678113,1,8.5,2.0,,,Droll Stories,,True,Droll Stories,0.1724806197918068,0.0372562034900251,Honor,f,13.614457831325302,30.345333139788067,38.59882005899705,78.07504285552685,380.4424778761062,8526.883859346855,1.9,['unknown'],['unknown']
