gutenberg_id,title,subjects,bookshelves,languages,copyright,media_type,download_count,authors,translators,summaries,formats
34574,"In Love With the Czarina, and Other Stories",Hungarian fiction -- Translations into English; Short stories,Browsing: Fiction; Browsing: Literature,en,False,Text,336,"Jókai, Mór (1825-1904)","Felbermann, Louis (1861-1927)","""In Love With the Czarina, and Other Stories"" by Mór Jókai is a collection of historical short stories written in the late 19th century. The stories explore themes of love, ambition, and intrigue within the turbulent backdrop of Russian history, featuring complex characters such as Cossack hetman Jemeljan and the infamous Czarina Catherine II.   The opening of the first story sets the stage during the reign of Czar Peter III, highlighting a secret society called ""The Nameless,"" where individuals from various societal ranks gather to escape their constraints and revel in equality. Among these characters is a young Cossack hetman enamored with a beautiful woman he learns is the Czarina, igniting a passion that leads him to declare his intent to make her his wife, regardless of the circumstances. As the plot unfolds, the themes of forbidden love and the social dynamics of 18th-century Russia emerge vividly, suggesting that the tales within this collection will intertwine personal desires with the broader historical narrative. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/34574.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/34574/34574-h/34574-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/34574.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/34574.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/34574.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/34574/34574-0.txt; text/plain; charset=iso-8859-1=https://www.gutenberg.org/files/34574/34574-8.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/34574.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/34574/pg34574.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/34574/pg34574-h.zip
66881,"A Warning to the Curious, and Other Ghost Stories","English fiction -- 20th century; Ghost stories, English; Short stories, English",Browsing: Fiction; Browsing: Literature,en,False,Text,334,"James, M. R. (Montague Rhodes) (1862-1936)",,"""A Warning to the Curious, and Other Ghost Stories"" by M. R. James is a collection of supernatural short stories written in the early 20th century. This anthology follows various protagonists destined to confront eerie and unsettling events related to antiquities and the past, as they encounter remnants of histories that refuse to fade quietly into obscurity.  The opening of the collection presents the story ""The Haunted Doll’s House."" It introduces Mr. Dillet, a collector who acquires an ornate dollhouse with a mysterious past. Upon bringing it home, he experiences a supernatural phenomenon that merges his reality with unsettling, ghostly visions of the dollhouse's previous inhabitants. As he unravels the history connected to the house, the narrative unfolds layers of horror and tension that hints at dark secrets and unresolved tales, setting the tone for the chilling ghost stories to follow in this intriguing anthology. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/66881.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/66881.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/66881.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/66881.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/66881.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/66881/pg66881.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/66881/pg66881-h.zip
17377,"The Works of Guy de Maupassant, Volume 4","French fiction -- Translations into English; Short stories, French -- Translations into English",Browsing: Fiction; Browsing: Literature,en,False,Text,333,"Maupassant, Guy de (1850-1893)",,"""The Works of Guy de Maupassant, Volume 4"" by Guy de Maupassant is a collection of short stories likely written during the late 19th century. This volume features such narratives as ""The Old Maid"" and ""The Awakening,"" exploring themes of love, loss, solitude, and human relationships through vivid character portraits and atmospheric settings. It presents the complexities of social life and the emotional struggles of its characters, often revealing deeper insights into the human condition.  At the start of ""The Old Maid,"" the narrative introduces Count Eustache d'Etchegorry, who has retreated to a rundown country house with his daughter, Marie-des-Anges, after experiencing personal and financial decline. This seclusion takes a toll on Marie-des-Anges, who navigates a life of quiet desperation, reflecting on her longing for love and the burden of her father's bitterness. The tension between her dreams and her dark reality is palpable, setting the stage for her romantic entanglements and emotional turmoil as she yearns for connection in a world constrained by societal expectations and familial obligations. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/17377.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/17377/17377-h/17377-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/17377.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/17377.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/17377.txt.utf-8; text/plain; charset=iso-8859-1=https://www.gutenberg.org/files/17377/17377-8.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/17377.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/17377/pg17377.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/17377/pg17377-h.zip
68553,The festival,Horror tales; New England -- Fiction; Short stories,Browsing: Fiction; Browsing: Literature,en,False,Text,333,"Lovecraft, H. P. (Howard Phillips) (1890-1937)",,"""The Festival"" by H. P. Lovecraft is a short story written in the early 20th century. The narrative unfolds as a gothic tale filled with themes of ancestral horror and ancient rituals, focusing on a protagonist drawn back to his family's origins in a seemingly cursed town. Lovecraft's work often explores the unknown and terrifying elements of both the cosmos and human history, embodying the eerie atmosphere characteristic of his stories.  The protagonist returns to Kingsport during the Yuletide season, following a familial call to partake in an ancient festival shrouded in eerie mystery. Upon arriving, he encounters chilling silence and unsettling customs preserved by the townspeople, the last remnants of a strange heritage. As he joins a morbid procession towards a sinister church, he is led into the depths below where a grotesque ritual unfolds around a cold flame. The celebration reveals nightmarish creatures and deep-seated horrors tied to his ancestry and beliefs, culminating in a terrifying realization that he cannot escape. Struggling against the overwhelming dread of the unknown, he makes a desperate leap into the harbor, leading to a disorienting awakening that leaves him questioning the nature of reality and sanity. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/68553.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/68553.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/68553.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/68553.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/68553.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/68553/pg68553.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/68553/pg68553-h.zip
6073,"Smith and the Pharaohs, and other Tales","Adventure stories, English; Fantasy fiction, English; Short stories, English",Browsing: Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy,en,False,Text,332,"Haggard, H. Rider (Henry Rider) (1856-1925)",,"""Smith and the Pharaohs, and other Tales"" by H. Rider Haggard is a collection of short stories written in the late 19th century. The first tale, ""Smith and the Pharaohs,"" introduces the character James Ebenezer Smith, a shy and reserved young man who becomes captivated by ancient Egyptian artifacts and the mystery surrounding them, leading him on an adventure in pursuit of knowledge and perhaps love.  The opening of the book provides a glimpse into Smith’s life, detailing his struggles and gradual success as a would-be Egyptologist. Following his attraction to a sculpted head of a long-deceased Egyptian queen, Smith's curiosity propels him into the British Museum, where he embarks on a journey to discover more about the enigmatic figure and her story. As the narrative unfolds, he pursues his passion for Egyptology, eventually finding himself excavating in Egypt, discovering a long-lost tomb, and encountering the supernatural elements of Egyptian mythology and history. Smith's tale intertwines themes of ambition, the past's allure, and the interplay between life and death. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/6073.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/6073.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/6073.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/6073.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/6073.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/6073/pg6073.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/files/6073/6073-0.zip
39397,One of Cleopatra's Nights and Other Fantastic Romances,French fiction -- Translations into English; Short stories,Browsing: Fiction; Browsing: Literature,en,False,Text,330,"Gautier, Théophile (1811-1872)","Hearn, Lafcadio (1850-1904)","""One of Cleopatra's Nights and Other Fantastic Romances"" by Théophile Gautier is a collection of romantic short stories written in the mid-19th century. The tales predominantly explore themes of beauty, love, and the enchanting realms of antiquity, particularly focusing on iconic characters like Cleopatra and highlighting the lavishness of their mythical lives. The vivid descriptions and fantastical settings paint a rich tapestry of emotion and sensuality that characterize Gautier's artistic vision.  The opening of ""One of Cleopatra's Nights"" sets the stage for a journey along the Nile, in a beautifully adorned cangia belonging to Cleopatra, who is depicted as the epitome of beauty and longing. She expresses her weariness with the oppressive atmosphere of Egypt and her yearning for love and adventure, revealing a deep sense of ennui that permeates her surroundings. Accompanied by her attentive slave Charmion, Cleopatra's restlessness becomes a catalyst for the story's unfolding drama, as she contemplates her isolation despite her regal status. The narrative introduces Meïamoun, a young Egyptian enamored with Cleopatra, who passionately pursues her from his small boat, setting the stage for an impending encounter that promises to be both dangerous and intoxicating. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/39397.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/39397/39397-h/39397-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/39397.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/39397.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/39397.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/39397/39397-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/39397.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/39397/pg39397.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/39397/pg39397-h.zip
2381,Actions and reactions,"English fiction -- 20th century; English poetry; Short stories, English",Browsing: Fiction; Browsing: Literature; Browsing: Poetry,en,False,Text,328,"Kipling, Rudyard (1865-1936)",,"""ACTIONS AND REACTIONS"" by Rudyard Kipling is a collection of interconnected stories written during the late 19th century. The work explores themes of identity, the human condition, and the complexities of relationships set against a backdrop of British and colonial life. The narrative primarily follows George Chapin and his wife Sophie as they navigate personal and societal challenges while exploring their heritage and the meaning of belonging.  At the start of the book, George Chapin, suffering from overwork, is advised by doctors to take a break and travel to Europe with his wife, Sophie. The couple meanders through various European locales, reflecting on George's past ambitions and their current discontent. Their journey leads them to a secluded estate in England called Friars Pardon, sparking discussions about their future and connection to the land. The opening portion sets the stage for their exploration of the estate and their evolving relationship with the local community, hinting at the deeper themes of belonging and heritage that will unfold throughout the collection. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/2381.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/2381.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/2381.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/2381.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/2381.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/2381/pg2381.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/files/2381/2381-0.zip
36507,Mary Wollstonecraft's Original Stories,"Animal welfare -- Juvenile fiction; Children -- Conduct of life -- Juvenile fiction; Children's stories; Conduct of life -- Juvenile fiction; Didactic fiction, English; Short stories; Virtues -- Juvenile fiction",Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Literature,en,False,Text,320,"Wollstonecraft, Mary (1759-1797)",,"""Mary Wollstonecraft's Original Stories"" by Mary Wollstonecraft is a collection of children's stories written in the late 18th century, with a strong focus on moral education and the nature of goodness. The book features Mrs. Mason, a nurturing figure who teaches two young girls, Mary and Caroline, through various lessons about kindness, animal welfare, and the importance of virtue in human life. The stories are intended to provide a framework for understanding moral principles while also appealing to child readers.  At the start of the book, we are introduced to the context of the children’s upbringing, particularly the neglect they have faced in their education. Mrs. Mason, a dedicated caregiver, takes it upon herself to guide them through lessons involving the treatment of animals and the exploration of moral values. The opening scenes detail a spring morning walk, where Mrs. Mason teaches the children about the responsibilities and kindness they should extend to living creatures around them, confronting their earlier cruelty. Through discussions about empathy and ethical behavior towards animals, the story sets a tone for the lessons the children will learn throughout their time with Mrs. Mason. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/36507.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/36507.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/36507.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/36507.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/36507/36507-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/36507.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/36507/pg36507.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/36507/pg36507-h.zip
37484,"The Strand Magazine, Vol. 27, Issue 160, April, 1904","English literature -- Periodicals; Short stories, English -- Periodicals",Browsing: Fiction; Browsing: Literature; The Strand Magazine,en,False,Text,318,Various (None-None),,"""The Strand Magazine, Vol. 27, Issue 160, April, 1904"" by Various is a periodical publication from the early 20th century. This specific issue features various articles and stories, including the memoirs of the renowned actress Sarah Bernhardt, which recount her life in the theatrical world and her interactions with famous personalities. Readers can expect a blend of biographical insight and historical context that highlights cultural figures of the time, likely appealing to those interested in theater, history, and iconic personalities.  The opening of this edition begins with a vivid description of Sarah Bernhardt’s childhood, detailing her early experiences with her traveling mother and the attentive nurse who cared for her. It shares the formative events of her early life, such as a traumatic fall into a fire, leading to her family’s reaction and the eventual close bond with her mother. These personal anecdotes set the stage for a larger narrative exploring the challenges and triumphs that shaped her into a celebrated actress, presenting a mix of nostalgia and drama that draws the reader into her extraordinary story. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/37484.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/37484/37484-h/37484-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/37484.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/37484.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/37484.txt.utf-8; text/plain; charset=iso-8859-1=https://www.gutenberg.org/files/37484/37484-8.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/37484.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/37484/pg37484.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/37484/pg37484-h.zip
22059,Balthasar and Other Works - 1909,"French fiction -- Translations into English; Short stories, French -- Translations into English",Browsing: Fiction; Browsing: Literature,en,False,Text,316,"France, Anatole (1844-1924)","Lane, John, Mrs. (None-None)","""Balthasar and Other Works"" by Anatole France is a collection of literary works written in the early 20th century. The main narrative follows Balthasar, a young king of Ethiopia, who embarks on a journey to visit the renowned Queen of Sheba, Balkis. As the story unfolds, themes of love, treachery, and the quest for wisdom intertwine with rich historical context, contrasting the pursuits of the heart with deeper philosophical questions.  The opening of ""Balthasar"" introduces us to the titular character, who is described as a noble and comely young king traveling to Sheba accompanied by a mage and a eunuch. Their journey is marked by moments of wonder and introspection, leading to a fateful meeting with Queen Balkis. Despite the political purpose of his visit, Balthasar is captivated by her beauty and charm, resulting in comedic and poignant encounters. The narrative sets the stage for Balthasar's inner turmoil and the complexities of love and duty that will unfold, drawing readers into its rich tapestry of characters and emotions. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/22059.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/22059.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/22059.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/22059.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/22059.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/22059/pg22059.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/22059/pg22059-h.zip
75855,The smear,Dawson (Yukon) -- Fiction; Klondike River Valley (Yukon) -- Gold discoveries -- Fiction; Murder -- Investigation -- Fiction; Royal Canadian Mounted Police -- Fiction; Short stories,Browsing: Crime/Mystery; Browsing: Fiction,en,False,Text,315,"Beames, John (None-None)",,"""The smear by John Beames"" is a short crime fiction story written in the early 20th century. Set in the gold rush town of Dawson, the narrative unfolds within the rowdy yet tense atmosphere of a northern saloon, accompanied by lawmen from the Royal Canadian Mounted Police. The likely topic of the book revolves around solving a murder through clever psychological tactics rather than hard evidence.  The story follows Finn Charley, a miner who has recently come into wealth and is attempting to celebrate in the Malamute Saloon. When news of a murder and robbery on the Klondike Trail arrives, the police interrogate the crowd. Though Finn Charley tries to mask his guilt, the corporal cunningly uses a fabricated clue—the mention of a ""big black smear on his left cheek""—to provoke a telltale response. Charley's unconscious gesture gives him away, leading to his arrest. The twist is revealed when the corporal admits to his colleague that the dying man never spoke; the story of the smear was a clever ruse to catch the murderer by his own nervous actions. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/75855.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/75855.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/75855.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/75855.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/75855.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/75855/pg75855.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/75855/pg75855-h.zip
57402,The Watcher by the Threshold,Scotland -- Fiction; Short stories,Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature; Browsing: Travel & Geography,en,False,Text,313,"Buchan, John (1875-1940)",,"""The Watcher by the Threshold"" by John Buchan is a novel written in the early 20th century. The story begins with the main character, an academic and outdoorsman, setting out on a fishing trip in the Scottish Highlands, a region rich with ancient lore and mysterious history. As he embarks on this journey, he becomes increasingly haunted by thoughts of the enigmatic Picts and folklore, suggesting a deeper exploration of the supernatural intertwined with the history and landscape of Scotland.  The opening of the novel establishes a lonely, atmospheric setting as the protagonist, filled with excitement for his holiday, walks through a desolate but beautiful moorland. He reflects on the ancient cultures that inhabited the land, particularly the Picts, while momentarily indulging in the simple pleasures of fishing. However, his idyllic leisure soon morphs into a foreboding adventure when he encounters the unknown. The atmosphere becomes charged with tension as he hears local stories of disappearances and dark happenings, setting the stage for the eerie and supernatural elements that will soon unfold. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/57402.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/57402/57402-h/57402-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/57402.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/57402.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/57402.txt.utf-8; text/plain; charset=iso-8859-1=https://www.gutenberg.org/files/57402/57402-8.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/57402.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/57402/pg57402.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/57402/pg57402-h.zip
75771,"The Faa's revenge, and other tales",Scotland -- Fiction; Short stories,Browsing: Culture/Civilization/Society; Browsing: Fiction,en,False,Text,310,"Various (None-None); Wilson, John Mackay (1804-1835)",,"""The Faa's Revenge, and Other Tales"" by John Mackay Wilson and Various is a collection of short stories written in the early to mid-19th century. The collection weaves tales rooted in the traditions, folklore, and daily life of Northern England and Scotland, often featuring dramatic themes of conflict, revenge, and domestic rivalry. The principal story, ""The Faa's Revenge,"" delves into the world of border-dwelling gypsies and landowners, while later stories explore the humorous and contentious dynamics of village neighbors. The book presents colorful characters and regional customs, offering readers both entertainment and insight into historical rural life.  The opening of ""The Faa's Revenge"" introduces readers to the rural landscape of Rothbury and sets the stage through an atmospheric gathering at a local inn, where reminiscences of the region quickly transition to the telling of the main tale. The story centers on a dramatic feud between Willie Faa, king of the gypsies, and the laird of Clennel, ignited by suspicion, mishap, and escalating accusations. The confrontation leads to vengeful curses, livestock raids, arson, and devastating retaliation, culminating in the kidnapping of the laird’s children. As years pass, sorrow and longing color the lives of the Clennel family, with further twists involving the rescue of a daughter, the search for the lost son, and a climactic revelation. The narrative then shifts, as the next tale, ""The Rival Nightcaps,"" begins with a comic depiction of contentious but competitive neighbors, signaling a change in tone from dark folklore to domestic satire. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/75771.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/75771.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/75771.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/75771.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/75771.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/75771/pg75771.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/75771/pg75771-h.zip
13085,A Diversity of Creatures,"English poetry; Short stories, English",Browsing: Fiction; Browsing: Literature; Browsing: Poetry,en,False,Text,309,"Kipling, Rudyard (1865-1936)",,"""A Diversity of Creatures"" by Rudyard Kipling is a collection of short stories penned in the early 20th century. This anthology showcases Kipling's trademark narrative style, blending humor, philosophy, and social commentary to explore the human condition and the peculiarities of life on Earth through various vignettes highlighting the interaction between people and their environments.  At the start of the work, the reader is introduced to a futuristic setting in the year 2065, where a governing body known as the Aërial Board of Control oversees planetary operations. The opening story, ""As Easy as ABC,"" focuses on a situation where the District of Northern Illinois has disconnected itself from the planetary network, raising concerns about invasion of privacy. The Board quickly assembles a team to investigate, leading to a comical and chaotic interaction with the local populace, which reveals their fierce independence and resistance to interference. This sets the stage for a narrative that engages with themes of governance, individual freedom, and the consequences of societal structures. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/13085.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/13085/13085-h/13085-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/13085.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/13085.kf8.images; text/plain=https://www.gutenberg.org/ebooks/13085.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/13085.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/13085/pg13085.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/13085/pg13085-h.zip
66409,Tales of the Unexpected,"London (England) -- Fiction; Paranormal fiction; Science fiction; Short stories, English; Technological innovations -- Fiction; Time travel -- Fiction; Twenty-first century -- Fiction",Browsing: Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy,en,False,Text,306,"Wells, H. G. (Herbert George) (1866-1946)",,"""Tales of the Unexpected"" by H. G. Wells is a collection of short stories written in the late 19th century. This anthology showcases Wells' signature blend of imaginative storytelling and thought-provoking themes, exploring various human experiences and the unexpected twists of fate. The stories delve into subjects such as the complexities of perception, the strangeness of life, and uncanny events, often leaving readers with more questions than answers.  The opening portion introduces the first story, ""The Remarkable Case of Davidson's Eyes,"" where the narrator witnesses a mysterious incident involving a man named Sidney Davidson at a technical college. Davidson experiences a peculiar mental and physical state that suggests an aberration of sight, leaving him blind yet capable of perceiving distant realities. The narrative paints a vivid picture of Davidson's confusion and the concern of those around him as ordinary events spiral into the extraordinary, demonstrating Wells' flair for weaving suspense and intrigue from the ordinary fabric of life. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/66409.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/66409.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/66409.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/66409.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/66409.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/66409/pg66409.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/66409/pg66409-h.zip
56722,Home Scenes and Heart Studies,"Historical fiction; Jews -- Fiction; Short stories, English",Browsing: Fiction; Browsing: History - General; Browsing: Literature,en,False,Text,305,"Aguilar, Grace (1816-1847)",,"""Home Scenes and Heart Studies"" by Grace Aguilar is a narrative fiction work written in the late 19th century. The story revolves around the Perez family, particularly focusing on the couple Simeon and Rachel, who navigate the challenges of poverty, family, and strong moral principles against the backdrop of their faith. Their love and dedication to each other and their children are tested through loss, trials, and the complexities of familial relationships.  At the start of the narrative, we are introduced to the Perez family, highlighting their humble cottage in Liverpool and the stark contrast to their life of dignity despite financial struggles. Simeon and Rachel's hard work leads to a flourishing small shop that supports their increasing family. However, the family's happiness is soon challenged by tragedies, including the illness and subsequent death of Rachel's sister Leah, which shifts their family dynamics as they care for Leah's orphaned daughter, Sarah. The first chapter sets the emotional tone for the family's journey as they confront sorrows and learn to embody resilience and love amid despair. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/56722.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/56722/56722-h/56722-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/56722.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/56722.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/56722.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/56722/56722-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/56722.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/56722/pg56722.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/56722/pg56722-h.zip
62347,Twenty-Three Stories by Twenty and Three Authors,"English fiction; Short stories, English",Browsing: Fiction; Browsing: Literature,en,False,Text,304,,,"""Twenty-Three Stories by Twenty and Three Authors"" by Rhys and Dawson Scott is a collection of short stories written in the early 20th century. This anthology features contributions from various authors, showcasing a variety of narratives that likely reflect themes of human experience, emotion, and perhaps morality or social commentary given the literary styles typical of the time.   At the start of the book, the narrative begins with the story ""Kerfol"" by Edith Wharton, which introduces the protagonist as he arrives at an imposing and abandoned estate in Brittany, named Kerfol. The character is told it’s a romantic house, and his explorations reveal not just its eerie atmosphere but also the presence of silent dogs wandering the grounds. As he reflects on the history of the place, he becomes increasingly drawn into its haunting past, hinting at deeper, perhaps ghostly connections tied to the estate. The opening ends with an intriguing encounter that raises questions about the supernatural and the intersection of the past with the present. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/62347.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/62347/62347-h/62347-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/62347.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/62347.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/62347.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/62347/62347-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/62347.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/62347/pg62347.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/62347/pg62347-h.zip
